70BCSV 	
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 200.000000
"START WL",1450.000000
"STOP WL",1650.000000
"WLFREQ", 0
"REFL", -2.4
"LSCL",10.0
"RESLN",1.000
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.2000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"RESPARM", 9926
"FREQPARM", 9926


"[TRACE DATA]"
1450.0000, -91.128
1450.2000, -94.649
1450.4000, -91.690
1450.6000, -95.819
1450.8000, -92.965
1451.0000, -99.470
1451.2000, -98.401
1451.4000, -99.507
1451.6000, -94.422
1451.8000, -95.876
1452.0000, -91.353
1452.2000,-104.542
1452.4000, -93.345
1452.6000, -91.303
1452.8000, -95.514
1453.0000, -92.666
1453.2000, -96.693
1453.4000, -93.198
1453.6000, -95.991
1453.8000, -94.306
1454.0000, -93.786
1454.2000, -93.707
1454.4000, -89.870
1454.6000, -94.002
1454.8000, -93.280
1455.0000, -90.861
1455.2000, -92.395
1455.4000, -94.281
1455.6000, -92.265
1455.8000, -95.147
1456.0000, -92.359
1456.2000, -92.525
1456.4000, -91.488
1456.6000, -93.189
1456.8000, -94.694
1457.0000, -95.865
1457.2000, -95.252
1457.4000, -92.682
1457.6000, -93.486
1457.8000, -90.853
1458.0000, -94.484
1458.2000, -95.371
1458.4000, -92.887
1458.6000, -91.476
1458.8000, -92.872
1459.0000,-210.000
1459.2000, -92.963
1459.4000, -91.770
1459.6000, -92.211
1459.8000, -96.722
1460.0000, -94.778
1460.2000, -93.587
1460.4000, -93.512
1460.6000, -94.484
1460.8000, -91.183
1461.0000,-102.450
1461.2000, -95.393
1461.4000, -93.423
1461.6000, -92.822
1461.8000, -93.190
1462.0000, -93.210
1462.2000, -91.289
1462.4000, -96.533
1462.6000, -92.156
1462.8000, -91.694
1463.0000, -93.844
1463.2000, -94.732
1463.4000, -92.767
1463.6000, -99.002
1463.8000, -95.280
1464.0000,-102.818
1464.2000, -92.262
1464.4000, -91.805
1464.6000, -96.306
1464.8000, -93.248
1465.0000, -93.907
1465.2000,-103.368
1465.4000, -92.927
1465.6000, -89.923
1465.8000, -95.425
1466.0000, -95.571
1466.2000, -93.224
1466.4000, -94.655
1466.6000, -91.125
1466.8000, -91.970
1467.0000, -95.505
1467.2000, -91.724
1467.4000, -94.037
1467.6000, -92.920
1467.8000, -91.728
1468.0000, -91.321
1468.2000, -98.400
1468.4000, -98.167
1468.6000, -91.249
1468.8000, -92.607
1469.0000,-104.752
1469.2000, -92.405
1469.4000, -93.831
1469.6000, -91.391
1469.8000, -90.733
1470.0000, -93.722
1470.2000, -91.082
1470.4000, -94.824
1470.6000, -97.217
1470.8000, -91.799
1471.0000, -93.139
1471.2000, -93.666
1471.4000, -93.751
1471.6000, -90.871
1471.8000, -96.765
1472.0000, -97.707
1472.2000, -92.996
1472.4000, -91.300
1472.6000, -92.299
1472.8000, -91.804
1473.0000, -93.298
1473.2000, -91.406
1473.4000, -94.694
1473.6000, -97.317
1473.8000, -92.583
1474.0000, -92.338
1474.2000, -97.578
1474.4000, -93.756
1474.6000, -91.097
